,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,split
4501,Pinks,5.0,99.5337626896,27056.0625083,Other,33.1779208965,No,815.483965756,No,Male,By_16:00,0.670147257159,0.378990630386,5.05691092694,6.5601000702,7.49919359572,6.52479912853,3053.0,41.1396715324,440.039862413,9034.91938239,66154.4342357,Yes,665014.098406,20.9771271249,388838.602287,67.35278212,1143.95235591,50.0,Below_30,0.0,849.062921113,20.0,Foot_or_bicycle,Industry_or_other,742.957296731,0.0,Yes,train
4503,Yellows,5.0,496.416619104,67234.5519629,Environment,165.472206368,No,406.319305451,Yes,Female,By_16:00,0.00906692747958,0.484160209307,9.85924325883,5.25853337254,2.98420282081,0.923382071778,8652.0,,601.52435763,5266.24176977,69682.124208,Yes,165095.377982,24.5259935095,724716.500923,43.7027517008,27556.5232867,90.0,45_and_up,0.0,900.541839475,14.0,Foot_or_bicycle,Industry_or_other,637.075974128,0.0,No,train
4504,Blues,10.0,259.582085101,49837.9647608,Financial,86.5273617003,No,575.979248431,No,Female,After_16:00,0.243658382678,0.875136238523,0.0391275552101,7.59617274394,9.33405658696,4.92905918276,3688.0,11.840951466,612.004835059,6983.80215442,73924.2692027,Yes,331752.094623,24.7387314763,750345.477918,66.9526508776,7583.51168451,60.0,45_and_up,0.0,938.233475845,20.0,Motorcycle_or_truck,Hightech,659.662398897,2.0,No,train
4505,Blues,9.0,304.299691174,41089.1033392,Financial,101.433230391,No,405.085228782,Yes,Male,After_16:00,0.371085864492,0.913686914835,0.266909373458,3.70395528385,2.84979591146,0.79830662813,3574.0,,583.118317708,5217.08892323,67397.1997277,Yes,164094.042577,24.1478429204,681071.694706,12.6700162888,10400.133458,60.0,Below_30,3.0,866.647300592,16.0,Public_or_other,Hightech,602.664583553,0.0,No,train
4513,Reds,9.0,159.993708689,31820.9105016,Financial,53.3312362297,No,596.665533207,No,Female,After_16:00,0.408870167565,0.0514621061739,6.93361620186,8.71144285193,9.04608975165,4.33677196736,9779.0,9.22212910373,661.058585491,7288.77250305,78158.7416161,Yes,356009.758517,25.7110595949,875261.430728,66.0868844949,2907.55199402,60.0,30-45,2.0,983.548426183,5.0,Public_or_other,Services_or_Retail,657.85829184,1.0,No,train
4514,Blues,9.0,407.433330719,58286.3460257,Environment,135.81111024,No,429.172148897,Yes,Male,After_16:00,0.437779452419,0.271109234542,4.01939400006,4.60536752595,8.60492067877,9.0463219001,9832.0,70.461488422,572.750151804,5437.22179258,67122.7651344,Yes,184188.733389,23.9321990591,657133.637387,65.0938075501,18590.4687748,90.0,Below_30,1.0,862.888578879,20.0,Car,Student_or_Unemployed,608.992454731,1.0,No,train
4516,Blues,10.0,990.887152692,148980.61651,Healthcare,330.295717564,No,451.052219534,Yes,Female,After_16:00,0.928713545669,0.182340491796,9.08254576847,3.1095313374,4.9297120492,6.15499895997,8365.0,57.3764365399,599.291869355,5709.10593406,69909.593086,Yes,203448.104747,24.4804385041,719384.209214,76.0714307427,109435.556759,80.0,Below_30,2.0,895.301726232,17.0,Foot_or_bicycle,Hightech,621.667643717,1.0,No,train
4517,Blues,9.0,888.115675202,123797.542799,Social,296.038558401,No,418.180467666,Yes,Female,After_16:00,0.373977540992,0.304446556373,9.53998180805,0.484077495057,1.22092487058,0.609739294741,4954.0,6.69015913736,577.040957363,5335.88659138,67293.3749763,Yes,174874.903537,24.0216768225,666990.323435,44.4391907193,87944.8666184,70.0,30-45,1.0,865.959917892,7.0,Car,Services_or_Retail,609.610018998,0.0,No,train
4519,Pinks,8.0,216.553729767,28444.1351412,Military,72.1845765889,No,394.047267233,Yes,Female,By_16:00,0.594162314897,0.387769023655,8.44568739878,1.44573121564,2.77013663203,7.54124501022,9587.0,42.6653581904,281.437781872,4503.34823608,51775.5368818,Yes,155273.248814,16.7761074708,159799.441345,59.4994665124,5292.79767391,30.0,Below_30,1.0,783.170704084,11.0,Foot_or_bicycle,Student_or_Unemployed,980.943947351,3.0,Yes,train
4520,Greens,5.0,374.503945463,65349.8158773,Other,124.834648488,No,523.491007256,No,Male,After_16:00,0.180179619463,0.532107693609,5.02068103058,2.53949406324,3.95775916055,0.893453999888,,40.9053144045,574.788818781,6384.48771012,63217.8211881,Yes,274042.834678,23.9747537794,661660.270728,38.0612982437,15718.5241116,50.0,45_and_up,0.0,750.862702026,2.0,Public_or_other,Public_Sector,362.407328794,0.0,Yes,train
4523,Oranges,6.0,468.609833643,70456.4059495,Financial,156.203277881,No,451.055873508,Yes,Male,By_16:00,0.599814898102,0.469125021016,0.719978602137,5.02840060741,0.693202721886,7.789773806,7930.0,65.8097986598,585.470606854,5681.49994879,71661.5125859,Yes,203451.401026,24.1964998885,686758.628165,92.7122094668,24565.6672987,60.0,Below_30,1.0,944.983789779,14.0,Foot_or_bicycle,Industry_or_other,745.909312519,3.0,No,train
4524,Reds,9.0,203.978074126,43097.4804177,Environment,67.9926913752,No,633.854603282,No,Male,After_16:00,0.100916834548,0.972208337625,8.30964772729,5.83183235722,4.9873728794,1.96057959693,5185.0,70.04537459,684.102613801,7706.75126042,82025.1764117,Yes,401771.658102,26.155355356,937354.950458,12.9701673985,4700.99877181,90.0,Below_30,3.0,1038.23953127,14.0,Car,Hightech,718.323437037,1.0,No,train
4528,Yellows,10.0,40.5659905971,5610.46647883,Environment,13.5219968657,No,414.914049645,Yes,Female,After_16:00,0.0556171725038,0.56079476187,0.250041892286,9.0524508222,3.2491663401,4.9759762641,6093.0,94.3241020897,534.73492559,5218.61034763,64112.1742278,Yes,172153.668593,23.1243362195,572928.658009,29.7826773487,206.366396101,90.0,30-45,2.0,833.1841714,15.0,Car,Industry_or_other,620.862666809,0.0,No,train
4529,Reds,5.0,323.963915126,45834.3217907,Education,107.987971709,No,424.439139521,Yes,Female,After_16:00,0.301272878656,0.375027261442,4.51792691369,1.17913658498,8.62664628541,7.5197604741,8357.0,78.3410556614,678.054705807,5600.50080683,81319.4742762,Yes,180148.583157,26.0394835933,920814.269554,,11779.3900055,100.0,30-45,2.0,1084.42428917,8.0,Foot_or_bicycle,Public_Sector,863.462279991,1.0,No,train
4530,Blues,3.0,603.764754384,81170.5079272,Healthcare,201.254918128,No,403.321860068,Yes,Male,By_16:00,0.726900081616,0.0971227528062,0.615905751474,9.09377452452,6.88320902176,8.11266877223,7589.0,48.5594004625,581.248333637,5195.71526796,67280.0885792,Yes,162668.522809,24.1090923437,676717.953019,95.2559488593,40714.7969888,80.0,Below_30,2.0,866.145909478,3.0,Foot_or_bicycle,Student_or_Unemployed,605.380446395,0.0,No,train
4531,Yellows,1.0,495.173868997,77461.9395426,Healthcare,165.057956332,No,469.301457887,Yes,Male,By_16:00,0.650257016998,0.544416615507,2.11102511035,2.82833435107,5.58677271241,3.00487104338,5516.0,15.0331915123,595.291776538,5883.59813195,74195.74744,Yes,220243.858375,24.3986019382,710032.346866,82.4751023203,27419.1869049,80.0,30-45,2.0,986.916234517,12.0,Motorcycle_or_truck,Industry_or_other,808.446979687,0.0,No,train
4532,Pinks,3.0,480.35209218,152723.332108,Military,160.11736406,No,953.821173638,No,Male,By_16:00,0.491092464887,0.232413660502,8.00327272154,1.2365026609,8.50391447078,0.757676244248,,23.4340161784,524.053669302,10586.319075,79208.487945,Yes,909774.83128,22.8922185317,551144.371463,18.3852892835,25807.6876376,30.0,45_and_up,1.0,1025.05725558,20.0,Public_or_other,Public_Sector,916.053671695,0.0,Yes,train
4533,Purples,10.0,934.909090713,199298.605257,Social,311.636363571,Yes,639.522945825,No,Male,By_16:00,0.850287199952,0.800433066441,6.26016344875,6.85717785731,2.07768181339,3.94678896526,5331.0,69.9785867007,506.262733154,7407.75492456,69416.9318364,No,408989.598237,22.5002829572,514037.955651,89.5339715527,,70.0,Below_30,2.0,911.850126271,15.0,Motorcycle_or_truck,Hightech,784.5227437,0.0,Yes,train
4534,Whites,4.0,99.7744460515,18979.9561904,Foreign_Affairs,33.2581486838,No,570.68589027,No,Female,After_16:00,0.347699589795,0.0169220254757,8.19533423521,8.7112362613,3.91112170648,9.2927893973,4661.0,45.4431689577,725.331740674,7157.52238405,86920.0324554,Yes,325682.385354,26.9319836008,1053627.38147,34.4782391097,1149.36260256,40.0,45_and_up,0.0,1127.08091796,19.0,Foot_or_bicycle,Public_Sector,834.427524651,1.0,Yes,train
4536,Yellows,4.0,383.537297361,45990.993535,Financial,127.845765787,No,359.738105144,Yes,Female,After_16:00,0.425342046889,0.866787072737,5.22304829676,2.25019051693,4.37012511771,7.34637930989,5904.0,80.3153914167,551.886006006,4701.15306345,64729.3298981,Yes,129411.504293,23.4922541704,610154.887166,96.2629336165,16482.3855955,60.0,30-45,2.0,847.082120924,10.0,Car,Public_Sector,628.821810007,0.0,No,train
4537,Yellows,3.0,892.951231556,110133.545596,Healthcare,297.650410519,No,370.009721822,Yes,Male,By_16:00,0.507354705362,0.127880999818,6.80922453525,0.749783746433,1.56782122795,3.75385989668,6297.0,30.0432512537,489.559071757,4679.21536173,59565.184169,Yes,136907.194243,22.1259818258,480329.670208,64.8445473053,88903.4172925,80.0,Below_30,2.0,784.349640187,1.0,Motorcycle_or_truck,Public_Sector,613.491006846,2.0,No,train
4538,Greys,10.0,70.5444897855,10471.9932221,Financial,23.5148299285,No,445.33569896,Yes,Female,After_16:00,0.377089346992,0.366686446592,1.81858678116,2.31297424296,3.65557189798,4.87048972631,3279.0,26.0204925202,622.155097788,5697.66718518,74422.4377413,Yes,198323.884768,24.9430370602,775351.846368,8.39485118631,586.462056494,60.0,Below_30,1.0,975.762789121,10.0,Motorcycle_or_truck,Industry_or_other,742.579262432,0.0,No,train
4542,Yellows,1.0,618.200122067,86318.2913345,Healthcare,206.066707356,No,418.885187433,Yes,Female,After_16:00,0.215121282963,0.742977493908,2.16402805177,2.04349767184,5.90043366421,7.05473964801,7068.0,99.4608604349,609.631940004,5408.11575434,70804.3722232,Yes,175464.800251,24.6907257893,744379.470988,74.9243863393,42679.5545878,80.0,Below_30,0.0,914.747891629,7.0,Public_or_other,Services_or_Retail,648.381253763,0.0,No,train
4543,Yellows,4.0,597.213082096,92468.7002718,Environment,199.071027365,No,464.501045158,Yes,Male,After_16:00,0.426328869071,0.757010636618,0.338693489321,0.535626069177,2.44205557043,5.1448857924,4208.0,8.74716849066,627.616235565,5900.24292271,73216.0770044,Yes,215761.220953,25.0522700681,788935.747179,19.4044064265,39838.3449636,90.0,45_and_up,4.0,939.788638078,11.0,Public_or_other,Services_or_Retail,656.967843107,2.0,No,train
4544,Yellows,8.0,560.809287001,92602.164417,Social,186.936429,No,495.367141184,Yes,Male,By_16:00,0.367225318914,0.888532582205,8.51705308072,7.87600787124,7.18450054759,2.68019412179,6759.0,75.9015198797,647.37844763,6248.4283071,78271.9159715,Yes,245388.604565,25.4436327522,839488.31078,72.1949518193,35142.1649163,70.0,Below_30,1.0,1024.79468136,4.0,Public_or_other,Public_Sector,785.234728742,0.0,No,train
4548,Browns,10.0,1080.35263788,133181.382035,Social,360.117545962,Yes,369.827528617,Yes,Female,After_16:00,0.595329298871,0.720927935094,1.50015304564,6.085069892,1.67863971554,9.14519555634,5249.0,51.787470025,840.539953424,5379.35519302,87186.5203835,No,136772.400923,28.9920670775,1413988.4044,50.9548612172,130054.764455,70.0,45_and_up,0.0,1090.34384405,17.0,Foot_or_bicycle,Hightech,593.750266218,0.0,No,train
4549,Blues,10.0,500.257527725,66644.7008355,Healthcare,166.752509242,No,399.662356738,Yes,Female,After_16:00,0.846452677855,0.376190474723,8.8186034793,5.83147554891,5.08449430577,5.98257205682,7680.0,53.8971627597,611.305168326,5219.23390403,70247.5975219,Yes,159729.999393,24.7245863125,748430.241913,87.3041417217,27983.1518477,80.0,30-45,2.0,906.4218435,11.0,Car,Hightech,632.561912666,0.0,No,train
4550,Yellows,9.0,279.047357823,33412.9492338,Environment,93.0157859409,No,359.218049881,Yes,Male,By_16:00,0.395677197026,0.571869476466,0.883629557211,6.61219973583,8.06123078568,2.89402409457,8441.0,78.8681830047,557.122755455,4706.42600972,63962.8774822,Yes,129037.60736,23.6034479569,621718.414741,53.7538918201,8754.95222015,90.0,30-45,2.0,826.16598485,9.0,Car,Student_or_Unemployed,577.667399905,0.0,No,train
4557,Greens,10.0,877.585010777,182290.204435,Other,292.528336926,No,623.154003989,No,Female,By_16:00,0.376619861228,0.666702857474,0.466508991085,9.09207877936,0.573647867423,7.34042173717,8204.0,23.3040124644,618.038160575,7467.61636104,68324.0147891,Yes,388320.912687,24.8603732992,764935.809157,45.4837406054,85875.3562414,50.0,Below_30,2.0,798.709394379,9.0,Public_or_other,Hightech,360.319298925,0.0,Yes,train
4558,Blues,10.0,88.8412129715,17358.4123151,Environment,29.6137376572,No,586.160805368,No,Male,By_16:00,0.993997518905,0.996805379633,0.49604375381,8.27244282002,9.95301640127,2.77924118796,9657.0,40.2147805551,655.815188763,7173.2384312,78015.6245632,Yes,343584.489749,25.6088888623,861460.922507,12.7662276151,916.587195684,90.0,45_and_up,5.0,987.668788921,1.0,Foot_or_bicycle,Public_Sector,677.638076996,0.0,No,train
4559,Blues,4.0,701.934530535,88922.9777056,Environment,233.978176845,No,380.048169041,Yes,Male,After_16:00,0.336938617751,0.899544354528,3.08053110726,0.361827414017,5.27381274616,8.83881988702,8768.0,99.8794121668,553.832347712,4908.14638584,64155.776626,Yes,144436.610792,23.5336428908,614432.689954,40.9793484258,54989.7654166,90.0,45_and_up,1.0,827.505450179,7.0,Car,Industry_or_other,582.103040668,0.0,No,train
4561,Yellows,5.0,283.858476924,44976.2318806,Environment,94.6194923081,No,475.337911708,Yes,Male,After_16:00,0.817108342657,0.235908396309,4.05139823444,0.724298655987,8.1390580209,9.40323367715,8368.0,79.8099602573,575.598039265,5904.57519561,71529.7816561,Yes,225946.130307,23.9916243565,663868.117175,54.0778795956,9057.46781695,90.0,Below_30,1.0,943.85885294,16.0,Foot_or_bicycle,Public_Sector,756.573652863,0.0,No,train
4562,Greys,9.0,480.07809776,103299.591483,Environment,160.026032587,No,645.517418717,No,Male,After_16:00,0.956362524768,0.604113029782,3.55979347136,0.384576660581,2.2376520629,5.49374794122,3253.0,76.2387333671,578.535013315,7612.2442138,72122.9299926,Yes,416692.737867,24.0527547968,670707.402977,33.8363711024,25778.3571381,90.0,Below_30,3.0,908.414401881,18.0,Public_or_other,Student_or_Unemployed,646.362296053,0.0,No,train
4563,Blues,4.0,110.480974376,15086.0016837,Financial,36.8269914588,No,409.645238073,Yes,Male,After_16:00,0.981580617372,0.134596941294,0.122684675734,3.32923324546,1.16052861791,7.23874001298,8635.0,57.8912164085,558.608655481,5213.6696917,64708.8973428,Yes,167809.221076,23.6349033313,625074.567624,19.0764695173,1403.05429137,60.0,Below_30,,827.543528025,6.0,Motorcycle_or_truck,Public_Sector,567.662428569,0.0,No,train
4565,Pinks,8.0,806.153674263,246279.225545,Other,268.717891421,No,916.49731338,No,Male,By_16:00,0.766691510566,0.528941474389,0.052235305775,6.34369019186,0.151381064206,1.29309385084,7040.0,36.7151911836,165.315359598,9495.603853,48181.0845514,Yes,839967.325433,12.8575020746,56427.2423104,92.7078153705,72488.0230612,50.0,Below_30,1.0,661.637934457,7.0,Car,Hightech,842.408758962,0.0,Yes,train
4567,Greys,3.0,279.969090612,44285.9809219,Healthcare,93.3230302041,No,474.54503808,Yes,Female,By_16:00,0.65162190143,0.443558133207,8.88122342294,9.93864412652,4.49826014927,8.93570425222,9324.0,45.701575093,618.905888423,5983.26215764,73706.9965825,Yes,225192.993166,24.8778192055,767274.727698,90.9667596687,8812.51099668,80.0,45_and_up,2.0,955.062409069,1.0,Foot_or_bicycle,Student_or_Unemployed,701.185211361,2.0,No,train
4570,Blues,4.0,98.8042925789,13636.6351834,Financial,32.934764193,No,414.049880651,Yes,Female,After_16:00,0.286372592906,0.0751088920515,4.73909219494,8.4841942857,4.77537193103,5.17739928793,4052.0,44.3524909904,584.474217088,5309.44724069,67973.4736512,Yes,171437.303667,24.1759015776,684260.648515,6.00215508603,1127.63345664,60.0,45_and_up,1.0,875.620659815,3.0,Foot_or_bicycle,Student_or_Unemployed,616.377752742,0.0,No,train
4572,Oranges,7.0,897.59041452,123310.916338,Social,299.19680484,No,412.139816814,Yes,Male,After_16:00,0.054120545974,0.0109866617713,0.466596004553,4.95457635028,8.25019985437,0.784796692897,6779.0,10.3281981079,547.197694413,5215.79355697,68091.3126378,Yes,169859.228603,23.3922571466,600025.343802,94.6407065028,89827.9248314,70.0,30-45,0.0,909.97712837,14.0,Motorcycle_or_truck,Student_or_Unemployed,752.570443433,0.0,No,train
4574,Yellows,8.0,548.657012206,82649.7167164,Environment,182.885670735,No,451.920133404,Yes,Male,By_16:00,0.63532142574,0.731998224743,5.7007545908,4.23528831219,6.65160633624,5.12395235943,6512.0,26.7296153354,610.682483213,5740.56630047,72409.8382016,Yes,204231.806976,24.7119906769,747018.223665,4.57274138462,33640.054231,90.0,Below_30,2.0,939.862710768,1.0,Car,Public_Sector,690.112925072,4.0,No,train
4576,Reds,10.0,1014.08371981,190663.986612,Environment,338.027906605,No,564.048064929,No,Female,By_16:00,0.879910800606,0.223230341449,5.1800881885,9.79180325754,0.0479490775615,9.36802199809,9470.0,68.7227643328,644.131120605,6928.7428905,76807.1908281,Yes,318150.21955,25.3797383872,831065.931044,93.8485322753,114610.89355,90.0,30-45,0.0,977.16377321,3.0,Car,Student_or_Unemployed,682.081916346,0.0,No,train
4578,Blues,7.0,321.261213404,67472.5046435,Environment,107.087071135,No,630.071435596,No,Female,By_16:00,0.428132647648,0.343679541023,8.8111742679,6.39086700743,6.5957614826,8.61209050287,6601.0,19.0836868715,683.555860475,7667.82607691,80876.4621894,Yes,396990.013954,26.1449012328,935810.377562,70.0046013808,11584.7278753,90.0,Below_30,4.0,1014.74609073,5.0,Car,Student_or_Unemployed,673.07734549,0.0,No,train
4579,Oranges,5.0,432.334591269,62926.3044045,Environment,144.111530423,No,436.650032234,Yes,Male,By_16:00,0.668521250598,0.752449484309,5.13589173555,0.21979989484,4.21151214978,0.210837388877,8776.0,70.7316792803,634.983413988,5636.46715031,75757.6343324,Yes,190663.25065,25.1988772367,807616.95301,66.6095613968,20922.2447313,90.0,30-45,2.0,,19.0,Motorcycle_or_truck,Industry_or_other,762.430898495,0.0,No,train
4580,Greens,5.0,73.7482790203,16160.96541,Other,24.5827596734,No,657.410544004,No,Male,By_16:00,0.389382474357,0.581866905093,1.41822195845,3.02465369459,4.13338268874,6.54921713984,5721.0,68.2011210592,333.037699647,7240.18083934,41924.505955,Yes,432188.623368,18.2493205256,222674.129783,51.304801763,638.894832836,50.0,45_and_up,3.0,454.725217456,4.0,Foot_or_bicycle,Industry_or_other,178.500466747,3.0,Yes,train
4583,Yellows,9.0,648.928721805,91428.4265934,Environment,216.309573935,No,422.67397106,Yes,Male,By_16:00,0.597724387189,0.501007935964,9.20369225089,9.67448668554,0.022972242441,7.64351383783,8121.0,32.9247661168,615.712905518,5458.16552163,70611.8623641,Yes,178653.285811,24.8135629348,759253.497685,46.4230117621,47016.1413499,90.0,30-45,0.0,904.438847174,11.0,Motorcycle_or_truck,Industry_or_other,616.059670203,2.0,No,train
4585,Yellows,7.0,180.075357172,23295.0221867,Healthcare,60.0251190574,No,388.087896409,Yes,Male,After_16:00,0.4020822444,0.885023817187,8.83055403829,4.84808383044,0.903127628844,1.74511898309,9722.0,26.0178471217,595.928515878,5072.73599584,68432.393018,Yes,150612.215339,24.4116471357,711275.358992,5.73919415474,3673.04003691,80.0,30-45,2.0,882.983964992,4.0,Foot_or_bicycle,Industry_or_other,615.679022122,1.0,No,train
4586,Yellows,5.0,800.642399088,108540.508638,Education,266.880799696,No,406.700327495,Yes,Female,By_16:00,0.880444711307,0.594643172575,3.0632118904,4.28680705838,9.02199169388,3.73329995666,3528.0,90.0350913638,589.568894371,5246.14106369,68914.9655588,Yes,165405.156384,,696244.686592,22.5326708751,71502.242046,100.0,45_and_up,2.0,893.79396033,9.0,Motorcycle_or_truck,Services_or_Retail,645.023845294,1.0,No,train
4587,Greens,5.0,751.158449475,245941.466409,Foreign_Affairs,250.386149825,No,982.248685003,No,Female,After_16:00,0.153036226984,0.273930037627,7.74653137662,8.27456065919,6.67504155776,4.06491709873,7178.0,18.3034128975,898.887715873,11620.2622818,107766.859793,Yes,964812.479191,29.9814562,1617823.43996,79.1409224737,62953.610174,40.0,45_and_up,3.0,1323.69370143,18.0,Motorcycle_or_truck,Industry_or_other,832.93977729,2.0,Yes,train
